id,ret
81,"""您好，空调的自动重启功能<PIC>通常是出厂默认设置<PIC>，无需额外操作。这意味着当停电后恢复供电时，空调会自动恢复之前的运行设置。如果您需要确认或重新开启此功能，可以按住室内机上的开/关键6秒钟，直到听到两声蜂鸣且指示灯闪烁即可。"", [""Manual01_25"", ""Manual01_26""]"
82,"""您好，不同型号空调的清洁频率建议基本一致。主要要求是每两周清洁一次空气滤网，并可使用空调的自清洁功能来保持内部清洁。虽然具体滤网位置和形状可能因机型差异而略有不同，但定期清洁都是必要的，环境灰尘较大时建议增加清洁频率。"""
83,"""您好，清洁空调空气滤网可以参考以下步骤：首先，请务必关闭空调电源并拔掉插头以确保安全。接着，打开室内机的前盖板，握住滤网的把手轻轻向上提起取出。您可以用吸尘器清理滤网，或用温水（水温勿超过40摄氏度，以免滤网变形）配合中性洗涤剂进行清洗。清洗后，请将滤网置于阴凉通风处彻底晾干，切勿使用吹风机或暴晒。最后，将晾干的滤网牢固装回原位，合上盖板。建议您每两周清洁一次滤网，如果使用环境灰尘较多，可适当增加清洁频率，这样有助于保持空调的制冷效果和室内空气清洁。"""
84,"""您好，清洁3M多重防护滤网的方法是：首先关闭空调电源并拔下电源线。然后打开前盖板，取出空气滤网，再轻轻抽出3M多重防护滤网<PIC>。请使用吸尘器清理滤网，特别注意切勿用水清洗，以免损坏滤网<PIC>。最后将其晾干即可，具体位置和形状可能因机型略有不同。"", [""Manual01_31"", ""Manual01_32""]"
85,"""您好！清洁空调等离子滤网的步骤如下：

1. **关闭电源**并拔下电源线，确保安全。
2. **打开前盖板**，取出空气滤网。
3. **在10秒内取下等离子滤网**。
4. **清洁滤网**：先用吸尘器清理污垢；<PIC>如果污垢较难清除，可以用温水冲洗。
5. **晾干滤网**：将滤网放置在阴凉通风处晾干，避免阳光直射。

安装回滤网时，请确保安装牢固。建议每两周清洁一次滤网，保持空调的净化效果。

温馨提示：滤网的具体位置可能因机型不同而有所差异，请您参考您的空调机型确认。如有其他问题，欢迎随时咨询！"", [""Manual01_31""]"
86,"""您好，组装蒸汽清洁机非常简单，无需任何专用工具。您只需按顺序完成以下步骤：首先从主机身背部取下固定扣；接着将主机身底部滑入旋转拖头颈部，并确保两者背部的孔位对齐；然后将固定扣插入孔位锁紧；之后将手柄杆插入主机身，直到听到“咔嗒”声到位；最后将水箱置于手持蒸汽器顶部即可。"""
87,"""您好！我们的二合一蒸汽清洁机非常实用，它主要适用于清洁硬质地面（如瓷砖、复合地板、大理石）以及玻璃和布艺。快速上手很简单：请先将电源线完全展开并插入电源，等待预热就绪指示灯亮起；然后给水箱加满建议使用的蒸馏水，对准需要清洁的区域，缓慢移动并按下蒸汽开关，机器便会喷出高温蒸汽进行清洁。首次使用前，强烈建议您先在不显眼的小区域测试，以确保不会损伤您的地面。

为了确保您的安全和机器的最佳性能，请始终遵守安全规范：切勿向机器内添加任何添加剂（如清洁剂、醋等），并避免在湿手的情况下操作。<PIC>祝您使用愉快！"", [""Manual05_0""]"
88,"""您好，使用蒸汽清洁机清洁硬质地面时，请先对地面进行扫地或吸尘。然后，缓慢移动清洁机，同时按下开关并持续喷出蒸汽。如果需要对某个区域进行消毒，请将蒸汽拖把在该区域放置至少15秒，但不要超过20秒<PIC>。

在清洁过程中，如果机器停止出蒸汽，请拔掉电源，取下水箱加水后再继续使用。另外请注意，首次使用时，机器可能需要几秒钟的预热时间才能正常出蒸汽。"", [""Manual05_0""]"
89,"""您好，组装人体工学椅主要涉及以下部件：气杆、底座盖、脚轮、底盘、脚踏、连接件、椅背、扶手、座椅、头枕及腰枕等。建议您在组装时参考说明书，并准备螺丝刀等工具以确保顺利进行。"""
90,"""您好，根据产品信息，椅子扶手在使用一段时间后松动，通常是因为连接扶手与椅背的螺丝发生了自然松动。您只需要找到扶手安装位置的螺丝孔，用合适的螺丝刀将螺丝重新拧紧，即可恢复稳固<PIC>。建议您可以定期检查并拧紧螺丝，以确保使用安全与舒适。"", [""Manual02_12""]"
91,"""您好，这款椅子具备以下主要功能：
您可以通过“升降”拉杆调节座椅高度，调节时请将身体微微抬离座椅。<PIC><PIC>
通过“后仰”拉杆可以使椅背角度独立倾斜或进行锁定，复位时需要靠在椅背上。
此外，腰枕还内置了按摩功能，插入USB接口即可启用。"", [""Manual02_0"", ""Manual02_1""]"
92,"""您好！洗碗机的主要部件通常包括：进水管和排水管、过滤器和喷淋臂、控制面板、程序选择键、启动/暂停/取消键、洗涤剂盒、专用盐箱盖、碗篮（通常带有可折叠的碗架丝和高度调节功能）以及机门等。"""
93,"""您好，根据首次安装说明，您可以将排水管直接连接到家中的排水孔或水槽排水口。连接点需要距离地面**最小50厘米，最大100厘米**的高度。请确保将排水管平直连接、**不要弯折**，并将其牢固固定，防止工作时脱落。同时请注意，排水管长度**不应超过4米**，否则可能影响洗涤效果。"""
94,"""您好，为洗碗机添加专用盐的步骤如下：
1.  请先取出下层碗篮，找到洗碗机底部的盐箱。
2.  逆时针旋转盐箱盖将其打开。如果是首次使用，请先向盐箱内注入约1升清水。
3.  使用附带的盐斗向盐箱内加入洗碗机专用软化盐（颗粒或粉末状），可轻轻搅拌以加速溶解，盐箱约可装2公斤盐。
4.  加满后，务必盖紧盐箱盖。加盐后如果不立即洗涤，请运行一次最短的预洗程序，以溶解并冲走可能洒落的盐粒。
请注意，只能使用洗碗机专用盐，不可使用食盐。加盐后，盐量指示灯可能需要一段时间才会熄灭，这是正常现象。"""
95,"""您好！添加洗涤剂时，请先向右推动卡扣打开洗涤剂盒盖。然后根据您选择的洗涤程序，向盒内添加适量的粉末或块状洗涤剂，可以利用盒内的刻度标记（如15cm³或25cm³）来控制用量。添加后，请轻轻按下盒盖，直到听到咔嗒声表示已关紧。为了确保洗涤效果，建议在启动洗涤程序前添加洗涤剂，并仅使用洗碗机专用洗涤剂。"""
96,"""您好，您的问题已收到，请您耐心等待处理结果，谢谢。"""
97,"""您好，要在洗碗机中添加亮碟剂，请按下卡扣打开亮碟剂盒盖，加注亮碟剂至MAX刻度线，然后轻轻按下关闭盒盖。使用亮碟剂能有效提高烘干效率，防止餐具上留下水渍或水垢，从而提升洗涤效果。请注意查看亮碟剂指示灯，当指示灯熄灭时表示亮碟剂不足，需要及时补充。"""
